x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,target
0.0,0.0,0.0,0.05408060550689697,-0.03450506925582886,-0.006792410708641228,0.09182208776473999,-0.10379791259765625,-0.005713340326821026,0.11105304956436157,-0.16774404048919678,-0.008567000705426153,0.10090240836143494,-0.21377253532409668,-0.007122680976664242,0.04859033226966858,-0.1708235740661621,0.011687263880247656,0.07014593482017517,-0.23116832971572876,-0.010797521996920523,0.07408782839775085,-0.1673915982246399,-0.016355793889289316,0.061344146728515625,-0.13261616230010986,-0.01352231294256967,0.02456936240196228,-0.17650753259658813,0.005423051804626766,0.05231660604476929,-0.2269228994846344,-0.02167991731656116,0.049744635820388794,-0.14867359399795532,-0.02489632178438228,0.02750682830810547,-0.12209087610244751,-0.018319025601869043,-0.0039055347442626953,-0.17950648069381714,-0.005382806028848108,0.0267123281955719,-0.2334667146205902,-0.03673540052366775,0.02564755082130432,-0.15308499336242676,-0.02738624248993915,0.005207180976867676,-0.12095504999160767,-0.010554211180334505,-0.03993156552314758,-0.177016019821167,-0.01643110808325332,-0.004950970411300659,-0.22841843962669373,-0.034964255954747614,0.0021741092205047607,-0.17694193124771118,-0.02396994639528316,-0.01101762056350708,-0.14516150951385498,-0.009288176860337671,0
0.0,0.0,0.0,0.056818097829818726,-0.03947693109512329,-0.007434112411800697,0.09361782670021057,-0.10724508762359619,-0.006953158342156485,0.10763972997665405,-0.17315584421157837,-0.01076392496085532,0.09833848476409912,-0.2261052429676056,-0.010365252775017098,0.048877716064453125,-0.1736830472946167,0.014365451018448994,0.06828677654266357,-0.23723387718200684,-0.0103668816582001,0.07380616664886475,-0.17423832416534424,-0.01879416817880042,0.061579108238220215,-0.13296514749526978,-0.01700823234475024,0.024079710245132446,-0.17771339416503906,0.008458393233951256,0.048770129680633545,-0.2324134111404419,-0.0199744668052233,0.04783859848976135,-0.15465354919433594,-0.02525558361864455,0.026325374841690063,-0.11991316080093384,-0.019573271666530445,-0.005453437566757202,-0.17989099025726318,-0.002418335453484133,0.022013694047927856,-0.23792007565498352,-0.034722388182643726,0.02313399314880371,-0.15695041418075562,-0.026051551495555714,0.004664570093154907,-0.1180109977722168,-0.008949009162250832,-0.04316067695617676,-0.17619729042053223,-0.013616983239415958,-0.009029030799865723,-0.23154416680335999,-0.03248630875802405,-0.0004474520683288574,-0.1792106032371521,-0.02109095120883353,-0.013150900602340698,-0.1434987187385559,-0.005630380400333479,0
0.0,0.0,0.0,0.0554235577583313,-0.04144906997680664,-0.009178302272999872,0.09143921732902527,-0.108772873878479,-0.009746727555835832,0.10424622893333435,-0.1750064492225647,-0.014251356035316576,0.09675362706184387,-0.23144590854644775,-0.014583927601421465,0.046139687299728394,-0.1768319010734558,0.013065674320017706,0.06634318828582764,-0.2367561161518097,-0.012168721318090547,0.0709734857082367,-0.17421364784240723,-0.021048100687409033,0.05844616889953613,-0.13268369436264038,-0.019425887636685957,0.021597862243652344,-0.18087553977966309,0.008006705880319487,0.04692748188972473,-0.2340162992477417,-0.020728196970964063,0.04530435800552368,-0.1560509204864502,-0.026301095284367193,0.024347305297851562,-0.12034672498703003,-0.020649043865347494,-0.007984191179275513,-0.1824260950088501,-0.002077278004804839,0.02021116018295288,-0.23867732286453247,-0.0350624025089985,0.020597755908966064,-0.15777051448822021,-0.026564123131180395,0.0020396411418914795,-0.11833804845809937,-0.009239870145762552,-0.046309322118759155,-0.17742139101028442,-0.01253347194179355,-0.012536883354187012,-0.23201966285705566,-0.03208107876017152,-0.003722667694091797,-0.18052184581756592,-0.020623656011963476,-0.01584872603416443,-0.14510035514831543,-0.004748532570744146,0
0.0,0.0,0.0,0.05561906099319458,-0.038977861404418945,-0.010880040480998332,0.09302794933319092,-0.10618442296981812,-0.012023120663371856,0.10499423742294312,-0.17344039678573608,-0.016585752844122226,0.09557479619979858,-0.22809267044067383,-0.016839145227578456,0.047600120306015015,-0.1751934289932251,0.00956107721546573,0.06729117035865784,-0.23626625537872314,-0.01582641202142554,0.07171761989593506,-0.17259645462036133,-0.024191756277588183,0.05871760845184326,-0.13151949644088745,-0.022317896141913707,0.022293388843536377,-0.17893856763839722,0.0054068881913451605,0.046966552734375,-0.23316439986228943,-0.02359207022121268,0.04601752758026123,-0.15467441082000732,-0.02858113545110541,0.025584906339645386,-0.11909198760986328,-0.02262337739696818,-0.007255762815475464,-0.18030834197998047,-0.0037595084973247594,0.019974857568740845,-0.23728534579277039,-0.03685000400176364,0.021033883094787598,-0.15587639808654785,-0.028082279964593226,0.0032562315464019775,-0.11590290069580078,-0.010695150598195369,-0.0453873872756958,-0.17550981044769287,-0.013462158396151835,-0.011192798614501953,-0.22964608669281006,-0.0330772907578023,-0.0025451481342315674,-0.17820918560028076,-0.022041067957189853,-0.01476907730102539,-0.14294445514678955,-0.006619459959921414,0
0.0,0.0,0.0,0.055328547954559326,-0.03880500793457031,-0.010350545070423323,0.09197628498077393,-0.10648411512374878,-0.011284855327858168,0.10527226328849792,-0.17348605394363403,-0.01579440677846833,0.09677675366401672,-0.2290872037410736,-0.015900208748234945,0.04803171753883362,-0.17611223459243774,0.010390916705773634,0.06789547204971313,-0.23834148049354553,-0.015413736126674848,0.07255181670188904,-0.1734667420387268,-0.02357304202701016,0.05987679958343506,-0.13236355781555176,-0.021289493090762335,0.023131728172302246,-0.17974865436553955,0.005967458576606077,0.04826927185058594,-0.23462778329849243,-0.02319689760292931,0.04682666063308716,-0.15469104051589966,-0.02767983744229241,0.02586972713470459,-0.12014132738113403,-0.02114834556664391,-0.006537884473800659,-0.18094950914382935,-0.003546777547626334,0.021456599235534668,-0.23838436603546143,-0.03702083709026738,0.021702289581298828,-0.15582454204559326,-0.027619467250360685,0.003363966941833496,-0.11688792705535889,-0.009570357523216444,-0.044825613498687744,-0.17606419324874878,-0.01350540308590098,-0.010673344135284424,-0.23074764013290405,-0.03300998093868657,-0.002339392900466919,-0.17831146717071533,-0.021341201982750135,-0.014697372913360596,-0.14307057857513428,-0.005358345008744436,0
0.0,0.0,0.0,0.055545419454574585,-0.03885173797607422,-0.009167696673586079,0.09318360686302185,-0.10645610094070435,-0.00942911612631292,0.106467604637146,-0.17263346910476685,-0.013451551411463925,0.09691524505615234,-0.22560995817184448,-0.013105520371510693,0.0490245521068573,-0.17607611417770386,0.011338015694008163,0.06934314966201782,-0.23769009113311768,-0.013529010441317268,0.0738777220249176,-0.17320001125335693,-0.02101990147323818,0.06105390191078186,-0.13393980264663696,-0.018662407387211033,0.024116039276123047,-0.18010854721069336,0.0062520985042908706,0.04913294315338135,-0.23354411125183105,-0.02228134251029701,0.04774552583694458,-0.15423887968063354,-0.026413509015156933,0.026789844036102295,-0.12155556678771973,-0.019926459852769085,-0.005654454231262207,-0.18169379234313965,-0.003793215936212846,0.022758811712265015,-0.23757347464561462,-0.03722478761167736,0.022814691066741943,-0.15518414974212646,-0.028009335834696003,0.003924667835235596,-0.11767387390136719,-0.01031324020416946,-0.044006288051605225,-0.17710250616073608,-0.01415376956404657,-0.00981178879737854,-0.23066899180412292,-0.034002161909057804,-0.0015129148960113525,-0.17786091566085815,-0.022530800987198063,-0.014080315828323364,-0.14331823587417603,-0.006805662390007683,0
0.0,0.0,0.0,0.05426621437072754,-0.03882628679275513,-0.01040589237757672,0.09149476885795593,-0.10537940263748169,-0.011564895382008444,0.10496345162391663,-0.1710655689239502,-0.01617828091778506,0.09626752138137817,-0.22487503290176392,-0.016645033715150248,0.04743579030036926,-0.17301583290100098,0.008814874233820547,0.06675302982330322,-0.23373442888259888,-0.01585878884591807,0.07127836346626282,-0.17086666822433472,-0.023856132162592303,0.058662593364715576,-0.1309969425201416,-0.02198086014189471,0.022692620754241943,-0.1771528124809265,0.004548309499540437,0.047250449657440186,-0.2306588888168335,-0.02363149715759505,0.04539671540260315,-0.15303272008895874,-0.028180158568403613,0.024781912565231323,-0.11890536546707153,-0.02231616793372382,-0.006941348314285278,-0.17903053760528564,-0.004562884440503012,0.020751595497131348,-0.23455610871315002,-0.037649637890837084,0.020684540271759033,-0.15437006950378418,-0.029277494979879748,0.002489537000656128,-0.11547547578811646,-0.01236679205842961,-0.04494473338127136,-0.17510926723480225,-0.014077219983420264,-0.012020677328109741,-0.2288462221622467,-0.034032455516836535,-0.0030763447284698486,-0.17780828475952148,-0.023246497718474757,-0.014309406280517578,-0.1420896053314209,-0.008150679861984145,0
0.0,0.0,0.0,0.05505776405334473,-0.037428438663482666,-0.011559376053412507,0.09381505846977234,-0.1049962043762207,-0.012775428153474877,0.1075170636177063,-0.17271363735198975,-0.017112406462331364,0.09882262349128723,-0.22800880670547485,-0.017333539694448064,0.050507962703704834,-0.17262911796569824,0.008000165663759162,0.07083934545516968,-0.2333633303642273,-0.016302252679963658,0.07375070452690125,-0.17014801502227783,-0.024097582816978047,0.06069806218147278,-0.12971782684326172,-0.022201324373384068,0.02528521418571472,-0.17734038829803467,0.0044114347287518285,0.05014875531196594,-0.23105624318122864,-0.023002822443743298,0.04712018370628357,-0.1532188057899475,-0.02714143928875501,0.027099817991256714,-0.1178545355796814,-0.021103671312232564,-0.004484623670578003,-0.17913156747817993,-0.004128085475315402,0.022791415452957153,-0.23601418733596802,-0.03617494975020463,0.022069215774536133,-0.15573090314865112,-0.02738478083898599,0.005021244287490845,-0.1144031286239624,-0.010396936468680451,-0.042473286390304565,-0.17454767227172852,-0.013278905793924878,-0.009765774011611938,-0.22929173707962036,-0.033125829443235943,-0.0009862184524536133,-0.17850267887115479,-0.02270437453677232,-0.010960936546325684,-0.1414201259613037,-0.007826348327000687,0
0.0,0.0,0.0,0.055246323347091675,-0.03842949867248535,-0.008496835612675113,0.09313207864761353,-0.1054505705833435,-0.008481465996226234,0.1075049340724945,-0.17104744911193848,-0.012181789399107856,0.09942728281021118,-0.2236805260181427,-0.011852054641565246,0.050364017486572266,-0.17168283462524414,0.010449856734851437,0.07004693150520325,-0.23308297991752625,-0.013103965454718036,0.07380446791648865,-0.17037731409072876,-0.02025942017229454,0.06060129404067993,-0.13133955001831055,-0.017993812234124107,0.025619089603424072,-0.1764705777168274,0.005423680163005429,0.050091713666915894,-0.2305399477481842,-0.021748200775107307,0.04809454083442688,-0.15343809127807617,-0.02567084391506569,0.027260512113571167,-0.11980605125427246,-0.01947233711274521,-0.0040392279624938965,-0.17892545461654663,-0.004305694037100238,0.023242443799972534,-0.2351365089416504,-0.03643599410446541,0.02338281273841858,-0.15513384342193604,-0.027850075409730835,0.005332857370376587,-0.11606937646865845,-0.010947134130617542,-0.04197600483894348,-0.17571687698364258,-0.014307513617893619,-0.009475618600845337,-0.2296547293663025,-0.03384341557415382,-0.0002708733081817627,-0.17811161279678345,-0.023107842327078743,-0.011316478252410889,-0.14174646139144897,-0.008104785130342407,0
0.0,0.0,0.0,0.05611824989318848,-0.03768056631088257,-0.009251786015539665,0.09462669491767883,-0.10624045133590698,-0.00910017787626316,0.10709461569786072,-0.1731255054473877,-0.012253665916233558,0.09819254279136658,-0.22526049613952637,-0.01135903745105793,0.05207303166389465,-0.17072373628616333,0.008580898315102559,0.07258915901184082,-0.23126152157783508,-0.014397077813356418,0.07551437616348267,-0.1681286096572876,-0.020607962824016113,0.061723798513412476,-0.13044112920761108,-0.017971425868182678,0.026919037103652954,-0.17572247982025146,0.004059433851779204,0.05192035436630249,-0.22954988479614258,-0.022674191362767715,0.04956930875778198,-0.15211385488510132,-0.02595152295342018,0.02866789698600769,-0.11955916881561279,-0.019558373458295364,-0.002602905035018921,-0.17827653884887695,-0.005041767928361196,0.024746298789978027,-0.2348249852657318,-0.03700752704551746,0.024859100580215454,-0.15445655584335327,-0.027866631365924377,0.006879240274429321,-0.11572444438934326,-0.010802825532465476,-0.040513962507247925,-0.17506474256515503,-0.014431138142555255,-0.008487939834594727,-0.2292558252811432,-0.03420598953178455,0.0009893178939819336,-0.17754584550857544,-0.023436471439509887,-0.00946885347366333,-0.14161580801010132,-0.008496879219620723,0
